time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 868120 76282 2678 20055 6289 1046 3984 2157 1104 1937 972 1511 1264 624 1194 716 467 841 539 530 630 437 447 359 295 364 264 212 221 196 209 204 170 190 213 157 207 189 156 148 112 102 124 93 114 99 89 88 50 64 47 30 48 30 37 37 52 32 32 48 41 37 29 45 46 43 54 57 52 62 57 52 55 42 34 32 26 36 14 17 16 18 11 7 17 5 9 13 4 9 5 0 5 5 4 7 4 4 9 9 8 8 4 6 2 5 3 1 4 2 7 7 1 5 1 1 7 2 5 0 3 2 3 1 4 2 5 2 0 1 1
144 2 870495 75175 2679 19565 6009 1035 3912 2202 1061 2022 940 1513 1244 660 1150 748 592 774 555 519 519 389 416 364 274 334 248 234 285 223 248 200 188 165 169 138 167 128 130 165 117 147 123 117 167 126 164 99 106 124 83 74 62 59 42 27 31 31 29 27 28 21 20 7 14 15 14 13 11 10 12 14 9 10 13 16 13 12 6 15 5 10 9 6 8 7 13 7 13 5 2 10 5 8 5 4 10 6 6
144 3 866514 76781 2699 20394 6493 1077 4179 2239 1172 2011 1071 1455 1248 704 1225 828 572 835 520 458 549 376 429 404 328 354 309 238 276 232 195 233 177 173 170 124 172 151 134 137 107 110 95 92 103 103 110 93 92 91 69 87 78 73 61 53 74 69 58 59 56 34 36 36 44 36 20 29 17 28 37 29 28 28 29 25 28 21 16 15 14 10 10 11 5 5 12 4 15 9 1
