time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 996241 3755 0 5
144 2 993118 6860 0 23
144 3 961951 35123 10 2797 102 9 9
144 4 984382 15369 0 250
144 5 757903 136191 0 101254 3960 670 23
144 6 932251 66190 0 1560
144 7 965980 32123 0 1243 41 472 137 0 5
144 8 980865 13798 0 4804 354 180
144 9 816611 91412 0 69952 2035 18265 1726
144 10 924910 72882 0 1364 481 268 96
144 11 849638 148899 0 1226 233 5
144 12 872662 97489 0 17687 6306 4266 1586 0 5
144 13 902800 48630 0 42221 4168 2182
144 14 760762 215651 0 20256 1685 1370 232 0 45
144 15 999102 899
144 16 978393 19759 0 1793 31 25
144 17 941479 42095 0 16177 167 83
144 18 998240 1761
144 19 983998 15869 0 112 11 11
144 20 991356 8645
145 1 970110 28496 0 1365 30
145 2 981518 18046 0 433 4
145 3 944291 51847 0 3766 97
145 4 935122 60303 0 4432 140 2 2
145 5 983841 15082 0 860 19 141 55 0 3
145 6 671257 160602 1 110299 30721 20492 6607 0 22
145 7 409671 328978 0 228372 12039 18058 2784 0 99
145 8 970386 27571 0 1759 134 146 5
145 9 991957 8044
145 10 523850 200860 0 219064 22761 31566 1899 0 1
145 11 999997 4
145 12 978043 20636 0 1132 190
145 13 906954 68224 0 21897 1838 1080 8
145 14 985632 14369
145 15 966449 30186 0 3365 1
145 16 997854 2147
145 17 770416 130330 0 86765 7651 4766 73
145 18 819898 179532 0 571
