time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 834458 129315 186 29898 4526 694 819 18 82 5
144 2 889397 93910 37 15027 1408 100 113 1 8
144 3 861732 112339 119 22256 2809 343 370 4 28 1
144 4 861312 114329 87 21256 2525 234 242 3 13
144 5 659417 193656 761 89742 24778 10120 12354 611 4136 1967 258 1043 403 190 297 67 107 34 25 20 10 0 5
144 6 820133 109523 220 44504 12697 3771 5075 371 1418 678 139 505 275 124 232 94 148 56 25 11 2
144 7 800241 123610 183 47016 15997 2627 6393 594 1403 750 31 561 261 84 142 39 30 14 13 11 0 1
144 8 834285 106886 20 39234 12018 671 3646 696 763 683 6 316 201 35 179 117 71 101 1 49 11 11 1
144 9 675103 177661 1202 86014 25485 11013 13539 1744 3495 1451 530 957 299 542 345 265 182 91 54 26 2 1
144 10 781148 129082 330 50897 17033 3620 9138 1002 3365 1921 169 1005 357 257 322 99 120 50 22 52 12
144 11 646244 163022 554 104558 42083 10044 20239 844 5991 2397 135 1326 540 306 627 96 402 197 73 155 54 43 37 5 19 5 4 1
144 12 787804 124466 310 53070 18176 3263 7377 475 2045 882 222 684 271 236 318 100 145 61 17 29 0 12 11 0 16 10 0 1
144 13 618343 204246 3156 108103 21847 21360 13926 304 4226 1059 781 1010 206 644 254 163 205 24 104 31 9
144 14 721776 182903 1261 61258 10838 7776 6982 327 3450 1071 594 779 162 333 150 103 94 60 41 23 10 9 1
