time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 843203 119567 0 27283 4998 7 1063 340 36 207 44 141 142 4 134 133 3 167 146 52 194 14 117 181 1 182 112 1 76 25 6 30 9 33 67 1 89 98 0 80 95 33 144 72 116 185 25 150 97 0 62 24 5 7
144 2 920655 68629 0 9531 1001 2 132 25 5 15 0 4 2
144 3 864665 97335 0 24080 6059 5 1707 591 30 303 90 61 116 9 51 72 0 60 78 5 109 142 15 166 101 109 160 14 176 218 27 325 272 38 289 102 93 126 16 122 87 80 230 36 213 207 12 172 111 15 45 31 20 18 29 6 20 17 0 20 19 0 28 40 2 41 8 48 67 0 96 113 0 127 72 0 27 6 1
144 4 890477 90076 0 16354 2504 0 415 98 0 26 5 14 11 0 9 8 0 2 2
144 5 662230 78811 0 26297 19751 127 19349 12416 2556 9730 1883 6415 6971 893 4978 7206 3107 12280 7399 4508 15113 5146 10584 7235 2811 3462 4078 2565 4997 5216 1595 7238 6440 508 4262 1889 517 904 298 393 552 2 487 312 55 322 177 50 111 49 311 1099 711 1257 2607 1001 2356 3071 648 1642 1170 185 327 121 0 303 915 63 1937 2003 371 1644 548 378 328 52 45 72 61 34 198 0 199 53 9 7
