time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 868380 106771 98 21015 2910 320 448 12 40 7
144 2 835593 128430 89 29561 4858 485 857 19 88 16 0 5
144 3 841037 125419 89 28067 4240 417 631 19 75 7
144 4 859625 113954 160 22385 3015 357 430 9 52 10 0 3 1
144 5 703438 133618 30 96904 15400 28155 18720 12 3441 147 131 5
144 6 899951 95755 0 3726 188 317 64
144 7 891603 98961 0 6983 260 1829 363 0 2
144 8 635072 165014 6 136173 24334 25228 13014 5 1140 7 8
144 9 755529 159068 8 56026 3350 19210 5478 21 1121 106 83 1
144 10 920128 72955 1 5681 342 736 157 0 1
144 11 889034 90436 1 15574 785 3700 462 0 9
144 12 853677 133907 0 9722 1305 947 435 0 8
144 13 589429 184143 8 155156 18134 40009 12739 0 383
144 14 819775 160705 2 15341 1216 2274 585 0 99 4
144 15 871025 113868 0 12263 780 1613 436 0 16
144 16 888935 105122 5 3648 772 664 694 2 157 2
144 17 902928 93904 1 2660 90 303 113 0 2
144 18 903743 90079 0 5637 343 172 27
144 19 797780 182056 0 15129 2646 1792 592 0 6
144 20 897604 96477 0 4501 830 494 95
145 1 827388 132142 241 32403 5663 841 1086 32 147 47 3 7 1
145 2 822415 133937 187 34481 6277 962 1366 51 260 52 0 10 3
145 3 822439 134971 297 34205 5601 1046 1230 24 168 18 0 2
145 4 830926 129480 244 31638 5363 983 1116 21 179 44 2 4 0 1
