time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 935749 58438 0 5604 203 2 5
144 2 999452 546 0 3
144 3 965896 32293 0 1786 26
144 4 977825 21567 0 597 11 1
144 5 987413 9180 0 1247 918 141 853 10 200 30 0 9
144 6 987060 5322 0 4351 2274 171 679 74 15 11 0 14 11 0 14 5
144 7 995228 3828 0 526 309 0 58 19 0 21 0 11 1
144 8 984671 15198 0 122 8 2
144 9 960371 28011 0 5541 3912 0 1662 296 0 72 0 31 60 0 34 11
144 10 999994 7
144 11 999910 91
144 12 997290 2710 0 1
144 13 973400 24905 0 859 326 175 198 15 37 21 0 21 6 23 15
144 14 764396 174742 0 42480 10523 6 4603 2167 53 697 0 206 82 0 36 10
144 15 962877 36181 0 776 88 0 51 25 0 3
144 16 965617 31502 0 2678 120 42 19 0 13 10
144 17 957960 36943 0 4337 653 0 52 10 0 14 0 23 9
144 18 601970 175271 37 143786 42415 16466 15220 283 3484 616 35 176 60 19 57 14 58 25 3 6
144 19 978331 13784 0 6777 951 114 44
144 20 970360 17957 0 8559 2421 325 293 0 31 20 0 20 14 0 1
145 1 973185 26088 0 728
145 2 959012 38658 1 2280 49 1
145 3 966752 32550 0 696 3
145 4 967316 30616 1 2023 44 0 1
145 5 985007 14291 0 453 90 78 38 0 22 20 0 2
145 6 553560 168924 0 163542 81681 2298 24660 4214 203 582 0 164 91 0 48 15 0 13 0 5 1
