time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 899766 68847 2044 14406 3946 532 2238 1229 476 1076 579 536 590 316 428 346 217 323 255 194 250 168 146 134 98 115 90 71 70 60 40 38 42 29 38 40 26 31 35 14 14 16 6 10 2 4 7 4 8 3 19 15 4 8 2
144 2 902439 67640 1944 13556 3344 552 2111 1195 499 1174 503 659 557 295 422 277 210 299 208 155 221 179 138 146 85 125 92 110 124 82 80 69 41 43 32 29 23 18 18 20 16 15 27 8 19 9 10 30 10 31 12 9 13 11 14 4 12 11 10 7 2 4 2 0 1
144 3 899608 69547 2007 14379 3800 561 2215 1145 451 961 406 689 612 283 514 309 225 360 191 167 195 123 101 94 69 103 84 62 83 50 74 49 36 47 52 28 34 32 18 32 25 35 14 15 7 10 8 17 19 13 13 6 9 1 4 3 2 1 3
144 4 899331 68628 2035 14165 3873 523 2322 1319 517 1144 612 652 599 308 491 319 228 311 217 202 215 159 178 139 107 129 98 70 107 82 64 92 73 44 61 52 49 36 36 53 26 38 27 24 30 36 41 21 23 16 6 12 8 5 9 6 7 5 12 5 3 1
144 5 886317 85090 5547 17189 3377 525 1097 299 451 85 24
144 6 811411 121723 7390 34195 12282 2376 5378 1638 1877 1155 195 129 26 26 16 1 35 39 85 22 2
144 7 812470 117281 7237 35338 12465 2608 6304 1681 1616 897 319 420 214 133 141 65 51 59 86 16 16 11 27 209 172 120 45
144 8 890547 82845 5260 15834 3692 677 1070 59 17
