time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 809913 126805 1 32609 8307 98 3188 1517 330 1623 670 1191 2277 787 1595 1876 176 1467 654 305 773 186 350 507 261 268 415 239 153 178 64 92 46 51 63 45 102 41 93 141 12 157 120 14 122 29 33 33 3 14 3 1 3
144 2 798141 130783 2 35696 10275 228 4718 2086 878 2442 202 1856 1775 27 1241 726 268 730 188 451 649 41 629 555 85 511 209 240 684 54 762 798 32 667 448 116 382 155 76 72 10 30 17 0 12 11 3 24 2 8 3 1 2
144 3 770120 133944 0 40332 11372 61 4142 2026 217 1854 661 1354 1906 114 1351 1008 77 1004 753 251 877 218 539 703 46 984 1003 262 1436 446 1161 1599 219 1198 1065 74 886 716 115 689 284 322 478 80 438 515 58 459 269 168 347 137 192 424 223 372 565 243 557 425 331 708 177 345 309 57 202 169 93 329 344 114 482 227 232 317 96 278 241 105 277 114 122 185 87 96 135 59 105 112 41 80 52 7 30 3 1
144 4 840680 113609 2 26775 6071 52 2057 957 219 1215 308 1208 1454 63 1117 844 61 772 441 377 859 41 590 206 4 17 2
144 5 740133 42036 0 21924 42189 15 24980 1983 35392 22973 0 2723 880 0 834 1693 2363 8720 200 2547 2204 21 1501 732 717 2560 549 2884 4943 564 4771 2188 223 2287 704 840 2380 715 1540 377 1713 366 5639 575 1137 920 109 812 896 2 591 275 0 271 1048 127 818 192 104 121
