time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 902661 84787 26 11478 942 57 48 0 2
144 2 879859 102173 118 16030 1526 166 121 2 5 1
144 3 897146 88883 21 12751 1060 59 73 1 6 1
144 4 905403 83116 20 10660 728 39 35
144 5 755522 123569 1 87791 11772 15944 5248 0 154
144 6 918409 74799 0 5650 709 370 64
144 7 856702 106032 1 28242 905 6591 1333 0 169 8 18
144 8 811789 99725 0 69232 7718 7984 3322 0 218 9 4
144 9 615622 231181 67 105958 5551 32869 7263 10 1127 160 104 75 0 14
144 10 867484 97492 5 27315 2747 4012 843 0 96 7
144 11 849422 114811 6 27700 1053 5471 1351 0 183 3 1
144 12 793599 173867 1 26331 3155 2216 815 0 17
144 13 661556 160267 0 131140 13259 26130 7191 0 458
144 14 876860 114392 1 7779 166 658 145
144 15 864860 92331 8 30276 1957 8891 1549 0 128 1
144 16 831442 157517 2 9488 592 674 136 0 105 8 36 1
144 17 887571 103429 0 7269 743 835 146 0 8
144 18 935593 60696 2 3110 346 227 27
144 19 885917 109195 0 3746 626 486 31
144 20 935852 59296 0 4460 124 160 98 0 11
145 1 854666 117343 250 23786 3036 479 400 4 35 2
145 2 854300 119892 78 22619 2610 220 266 5 8 3
145 3 863452 112785 73 20848 2413 183 223 6 14 4
145 4 873367 104812 78 19057 2230 216 229 2 8 2
145 5 820129 144400 2 27465 1048 5284 1331 0 252 64 11 15
145 6 668687 258268 9 60127 6602 5213 1030 1 64
