time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 900872 87730 0 10853 532 0 14
144 2 999426 574 0 1
144 3 966576 31100 0 2271 54
144 4 976373 22883 0 732 13
144 5 967780 18848 0 357 5261 25 5272 1712 394 340 0 12
144 6 993965 4593 0 253 48 0 24 18 0 14 11 0 23 44 0 184 0 406 349 0 63 6
144 7 994280 4442 0 11 7 0 8 10 0 7 317 0 879 40
144 8 981732 16995 0 57 366 0 774 77
144 9 974545 16507 0 127 74 0 51 64 0 115 1085 0 4212 573 0 20 0 18 22 0 38 389 0 1594 547 0 20
144 10 999920 81
144 11 999968 33
144 12 998793 1208
144 13 981852 15861 0 62 27 0 31 30 4 23 0 161 1461 0 489
144 14 627305 51904 0 12792 38499 0 73540 14043 213 27828 48567 30668 65601 1627 3037 158 0 271 448 10 453 194 49 724 1340 1 643 84 0 2
144 15 839465 16469 0 4235 5437 0 5986 8666 0 24082 51978 38 41609 1920 4 38 0 27 20 0 25 2
144 16 889312 3714 0 669 27166 0 68881 9269 23 125 47 27 61 4 84 258 0 308 53
144 17 969937 26998 0 1774 381 0 38 87 0 195 443 0 147 1
144 18 551029 35969 0 616 17564 111 27696 3484 6059 61226 36382 159547 88344 959 2301 114 51 272 968 58 1355 193 1131 1989 76 2073 338 43 45 3 5
144 19 971514 1876 0 10240 12968 0 2897 437 0 68 1
144 20 976560 10887 0 77 24 0 12 7 0 174 91 4188 7381 0 537 21 0 21 19 0 2
