time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 668657 188043 5423 77566 22792 10251 12830 1096 5363 2581 744 1636 443 742 553 215 350 140 150 138 34 74 38 42 30 14 18 8 3 7 13 3 1 0 2 0 1
144 2 650604 192258 5765 82366 24786 11290 14907 1258 6434 3094 967 1904 530 793 629 275 512 245 300 249 89 166 101 79 91 59 54 44 12 40 15 21 7 15 3 9 1 2 2 5 5 4 6 3 1 1
144 3 663288 189428 5560 78708 23236 10378 13613 1150 5735 2817 855 1752 533 744 611 213 420 149 208 186 60 105 63 35 45 17 27 22 15 16 5 5 2
144 4 660327 189602 5527 79950 23951 10781 13801 1231 5934 2804 824 1830 533 812 542 224 419 167 161 128 59 98 41 52 53 30 25 18 14 10 2 5 2 2 2 4 0 2 2 3 3 6 1 4 8 0 5 2
144 5 439308 130168 6474 77848 30861 26888 41174 7139 33015 20710 13758 22863 10172 17434 13783 9273 14707 7074 9985 9128 5105 8461 5322 4796 5694 3406 3986 3376 2155 2608 1669 2042 1547 1154 1244 845 685 657 479 475 408 363 238 288 210 169 183 146 69 93 77 42 45 22 17 14 6 10 10 5 14 2 16 15 25 36 5 0 5
