time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 822392 135255 301 33938 5586 1113 1187 23 171 29 0 6
144 2 856621 115828 111 23555 3152 314 384 13 23
144 3 833094 129766 229 30370 4805 699 858 21 133 21 0 5
144 4 836315 128333 161 29180 4584 575 737 12 75 22 0 6 1
144 5 654334 194096 1393 87543 23304 12694 14128 500 5574 2580 491 1588 435 474 329 89 205 115 19 42 23 15 21 4 5
144 6 806097 120843 323 46023 13397 2837 5391 263 2014 925 162 631 264 150 311 63 147 86 18 36 8 4 7 0 1
144 7 799895 132364 293 43127 12735 2205 5422 510 1441 803 71 473 224 83 161 48 58 49 10 23 6
144 8 824818 104813 145 40553 15838 1468 7344 1059 1758 983 4 543 285 25 190 37 35 34 0 32 19 0 16 2
144 9 636506 191543 1727 96936 28525 14513 16553 1056 5498 2061 823 1574 489 739 536 280 327 115 78 73 16 25 7 0 1
144 10 740553 145483 650 64185 22492 4918 11311 903 3939 2030 237 1267 431 411 616 115 224 120 9 54 26 12 15
144 11 638593 166573 692 99963 42056 11356 23378 1020 8291 3474 271 1637 506 447 628 70 437 201 88 112 40 31 21 27 38 19 26 6
144 12 746562 134939 790 68257 21709 8960 10745 341 3547 1221 361 832 289 354 343 168 305 91 99 63 5 19 1
144 13 592917 219177 4576 112587 23311 20230 14552 419 5521 1719 1180 1639 252 977 374 215 241 28 57 19 3 7
