time: 1000000000
144 1 1
144 2 1
144 3 1
144 4 1
144 5 1
144 6 1
144 7 1
144 8 1
144 9 1
144 10 1
144 11 1
144 12 1
144 13 1
144 14 1
144 15 1
144 16 1
144 17 1
144 18 1
144 19 1
144 20 1
145 1 1
145 2 1
145 3 1
145 4 1
145 5 1
145 6 1
145 7 1
145 8 1
145 9 1
145 10 1
145 11 1
145 12 1
145 13 1
145 14 1
145 15 1
145 16 1
145 17 1
145 18 1
145 19 1
145 20 1
146 1 1
146 2 1
146 3 1
146 4 1
146 5 1
146 6 1
146 7 1
146 8 1
146 9 1
146 10 1
146 11 1
146 12 1
146 13 1
146 14 1
146 15 1
146 16 1
146 17 1
146 18 1
146 19 1
146 20 1
147 1 1
147 2 1
147 3 1
147 4 1
147 5 1
147 6 1
147 7 1
147 8 1
147 9 1
147 10 1
147 11 1
147 12 1
147 13 1
147 14 1
147 15 1
147 16 1
147 17 1
147 18 1
147 19 1
147 20 1
148 1 1
148 2 1
148 3 1
148 4 1
148 5 1
148 6 1
148 7 1
148 8 1
148 9 1
148 10 1
148 11 1
148 12 1
148 13 1
148 14 1
148 15 1
148 16 1
148 17 1
148 18 1
148 19 1
148 20 1
149 1 1
149 2 1
149 3 1
149 4 1
149 5 1
149 6 1
149 7 1
149 8 1
149 9 1
149 10 1
149 11 1
149 12 1
149 13 1
149 14 1
149 15 1
149 16 1
149 17 1
149 18 1
149 19 1
149 20 1
150 1 1
150 2 1
150 3 1
150 4 1
150 5 1
150 6 1
150 7 1
150 8 1
150 9 1
150 10 1
150 11 1
150 12 1
150 13 1
150 14 1
150 15 1
150 16 1
150 17 1
150 18 1
150 19 1
150 20 1
151 1 1
151 2 1
151 3 1
151 4 1
151 5 1
151 6 1
151 7 1
151 8 1
151 9 1
151 10 1
151 11 1
151 12 1
151 13 1
151 14 1
151 15 1
151 16 1
151 17 1
151 18 1
151 19 1
151 20 1
152 1 1
152 2 1
152 3 1
152 4 1
152 5 1
152 6 1
152 7 1
152 8 1
152 9 1
152 10 1
152 11 1
152 12 1
152 13 1
152 14 1
152 15 1
152 16 1
152 17 1
152 18 1
152 19 1
152 20 1
153 1 1
153 2 1
153 3 1
153 4 1
153 5 1
153 6 1
153 7 1
153 8 1
153 9 1
154 1 1
154 2 1
154 3 1
154 4 1
154 5 1
154 6 1
154 7 1
154 8 1
154 9 1
155 1 1
155 2 1
155 3 1
155 4 1
155 5 1
155 6 1
155 7 1
155 8 1
155 9 1
156 1 1
156 2 1
156 3 1
156 4 1
156 5 1
156 6 1
156 7 1
156 8 1
156 9 1
time: 1100000000
144 1 741141 170646 3478 56499 13625 4430 5650 378 1888 889 158 478 123 187 132 39 88 31 33 33 9 13 4 2 5 2 3 2 1 14 2 3 5 6 0 3 0 1
144 2 749190 167425 3330 54062 12992 4051 5224 356 1660 611 113 327 74 137 109 38 89 29 36 46 14 19 9 9 8 4 9 4 3 9 3 1 5 5
144 3 740528 171406 3557 56190 13987 4262 5716 388 1883 823 175 404 122 135 124 22 71 35 15 24 8 21 23 8 24 6 8 10 3 12 3 4 3 0 1
144 4 744307 168907 3408 55403 13833 4494 5467 378 1766 818 188 404 115 121 124 20 72 27 21 40 6 16 9 4 6 0 4 6 6 6 0 6 7 0 8 2 0 2
144 5 686986 164407 4585 77773 15261 24531 16695 848 6123 873 1112 507 15 184 9 83 9
144 6 614364 278219 4386 67450 7488 13553 8296 445 3759 541 701 469 60 229 16 25
144 7 607472 264134 4551 82021 8488 18490 9517 464 2872 491 909 534 6 51 1
144 8 677028 180818 4755 74460 13453 24685 17394 912 5191 432 555 286 21 11
144 9 629223 252929 3870 63291 7110 22398 13606 886 4047 578 899 727 18 335 2 79 3
144 10 601119 278546 4670 77474 10073 12778 9461 496 3800 614 627 227 4 96 1 15
144 11 581391 269079 4945 89443 10300 22394 12201 804 5076 788 1971 1007 47 298 5 72 77 9 55 29 9 1
144 12 593433 279089 5059 82182 10843 14679 8602 425 2941 836 724 715 98 119 94 107 55
